name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist,artist_id,genres,genres_str,main_genre,file_path,genre_array2
So Gone,Monica,6BIcjFZIVDZxNAcofRFPx4,https://p.scdn.co/mp3-preview/e7beb57a931042856416cebdc5ad88bd9bd0a3c4?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730cfb7f6743c0742761edf377,0.618,0.552,-6.863,0.0981,0.176,0.0,0.252,0.586,0.72,0.531,0.564,0.431,0.102,0.0391,0.5770000000000001,6nzxy2wXs6tLgzEtqOkEi2,"['contemporary r&b', 'r&b']","['contemporary r&b', 'r&b']",rnb,../mp3songs/48_genres_11_main_genres/So Gone.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Lifetime,Maxwell,0tXq1ob3ysGZN2oK1abtyp,https://p.scdn.co/mp3-preview/623d6ca467bf1d89603cf40a3d9b672e830e9951?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d539670968d6772577efa2b7,0.695,0.4539999999999999,-7.267,0.0788,0.307,4.6e-06,0.0727,0.496,0.0096099999999999,0.639,0.669,0.912,0.162,0.0553,0.609,2AOt5htsbtyaHd5Eq3kl3j,"['contemporary r&b', 'neo soul', 'r&b']","['contemporary r&b', 'neo soul', 'r&b']",rnb,../mp3songs/48_genres_11_main_genres/Lifetime.mp3,"[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
How Would You Feel (Paean),Ed Sheeran,6PJ8FF6UR8FZXfEvpHkIVN,https://p.scdn.co/mp3-preview/523a1f1134418aded6cdbac1ed09f7fb6255d8d9?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,0.617,0.439,-5.63,0.0269,0.424,0.0,0.127,0.242,0.4222310064935065,0.6604415584415582,0.5035883116883119,0.0002381436363636,0.1761915584415585,0.0775935064935064,0.5084740259740257,6eUKZXaKkcviH0Ku9w2n3V,['pop'],['pop'],pop,../mp3songs/48_genres_11_main_genres/How Would You Feel (Paean).mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]"
Red Dirt Road,Brooks & Dunn,3EZzghqykkfOB0Z8d0kTSt,https://p.scdn.co/mp3-preview/54324316bae191946db2af96e2dfd7a7bf651604?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c09de6aed7ee89c21fc17b33,0.555,0.868,-3.798,0.0403,0.0664,0.000117,0.116,0.479,0.1952251298701298,0.6346688311688312,0.7019350649350645,0.0003679274675324,0.2258844155844155,0.0359233766233766,0.6457987012987018,0XKOBt59crntr7HQXXO8Yz,"['contemporary country', 'country', 'country road']","['contemporary country', 'country', 'country road']",country,../mp3songs/48_genres_11_main_genres/Red Dirt Road.mp3,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0]"
Herbalist,Alborosie,1UOhKnE2fZJuGdB7ssn9nf,https://p.scdn.co/mp3-preview/0a8a885a27bd773893519ebd6926be68ec18de22?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/2f6db9fd9319c6d8e30ed034fd7a8f19fc41c65f,0.804,0.607,-6.84,0.37,0.0773,0.0,0.0993,0.823,0.0338399999999999,0.742,0.73525,5.05e-07,0.347975,0.25675,0.72525,78u1jLVBjPSXQVmHBV43yG,"['reggae', 'roots reggae']","['reggae', 'roots reggae']",reggae,../mp3songs/48_genres_11_main_genres/Herbalist.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Under the Bridge,Red Hot Chili Peppers,3d9DChrdc6BOeFsbrZ3Is0,https://p.scdn.co/mp3-preview/90e41778392f27b6f7dd82db4c90916b3727aa6a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70,0.5589999999999999,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,0.0566894767123287,0.547803652968036,0.8232648401826491,0.0756914556164383,0.1816374429223743,0.0775716894977169,0.5098511415525119,0L8ExT028jH3ddEcZwqJJ5,"['alternative rock', 'rock']","['alternative rock', 'rock']",rock,../mp3songs/48_genres_11_main_genres/Under the Bridge.mp3,"[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"Vuela, Vuela (Voyage, Voyage)",Magneto,6nz1ojKuYx5HO7Vh0wmuWp,https://p.scdn.co/mp3-preview/01874ab0c985cb2ed64116e206e5fef8837d6e72?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e415825edc259f350d02a044,0.667,0.777,-11.435,0.0293,0.000247,0.00111,0.0602,0.797,0.0761009999999999,0.6515000000000001,0.59525,0.0005225,0.1778999999999999,0.029075,0.57175,5v287QKYZ7Dyuw4CNzv89p,"['latin pop', 'mexican pop']","['latin pop', 'mexican pop']",latino,"../mp3songs/48_genres_11_main_genres/Vuela, Vuela (Voyage, Voyage).mp3","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]"
"Bills, Bills, Bills",Destiny's Child,1Oi2zpmL81Q0yScF1zxaC0,https://p.scdn.co/mp3-preview/5947a78d5f8dbf6cd776b9fef4aedda4c406f8ba?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2733718df75b57340c1947747e8,0.845,0.5760000000000001,-5.15,0.153,0.139,0.0,0.0764,0.461,0.1814510819672132,0.6697213114754095,0.6356229508196723,0.0089721321311475,0.1882573770491804,0.1692655737704919,0.6118688524590166,1Y8cdNmUJH7yBTd9yOvr5i,"['dance pop', 'pop', 'r&b']","['dance pop', 'pop', 'r&b']",pop,"../mp3songs/48_genres_11_main_genres/Bills, Bills, Bills.mp3","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]"
Boom - 2006 Remaster,P.O.D.,3EKjTDAEIdyQqsA9qtb5P2,https://p.scdn.co/mp3-preview/3885312a84ff7972fb3a53bfed3f899f5f6f00fc?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e01ea2023dc5e7316a44267f,0.563,0.924,-5.567,0.0734,0.00156,1.15e-06,0.0468,0.539,0.0020445818181818,0.4947272727272728,0.9100909090909092,0.062906359090909,0.1869909090909091,0.0694999999999999,0.5006363636363637,6KO6G41BBLTDNYOLefWTMU,"['alternative metal', 'nu metal']","['alternative metal', 'nu metal']",metal,../mp3songs/48_genres_11_main_genres/Boom - 2006 Remaster.mp3,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Y'all Want a Single,Korn,1AzMYJm6qTAullM3UKuPY9,https://p.scdn.co/mp3-preview/b1cda780b7947214a316017315372eca54122c73?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273f3d72bc62b3f0fc059da2e46,0.758,0.8,-3.651,0.0718,0.00834,0.0,0.527,0.767,0.835,0.5489999999999999,0.207,0.5670000000000001,0.0849,0.0431,0.3329999999999999,3RNrq3jvMZxD9ZyoOZbQOD,"['alternative metal', 'hard rock', 'nu metal', 'rock']","['alternative metal', 'hard rock', 'nu metal', 'rock']",metal,../mp3songs/48_genres_11_main_genres/Y'all Want a Single.mp3,"[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Speed of Sound,Coldplay,7clUVcSOtkNWa58Gw5RfD4,https://p.scdn.co/mp3-preview/5b57376617a42cedffb6f5cab182727ea986fbf0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2735f86467ff3b8221f3c9039b4,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,0.2180183870967742,0.4424903225806449,0.5930451612903226,0.1301235858064516,0.1825987096774192,0.0354032258064516,0.2340167741935484,4gzpq5DPGxSnKTe4SA8HAU,['pop'],['pop'],pop,../mp3songs/48_genres_11_main_genres/Speed of Sound.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]"
Heaven and Hell - 2008 Remaster,Black Sabbath,3Jl5GohfNwozDmpzmQBLDI,https://p.scdn.co/mp3-preview/1b9d17b76a0e509fefc7f892ed272922ded183c7?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273eab13a1a01fb57d6e9e8ddaf,0.3289999999999999,0.6729999999999999,-8.465,0.0296,0.0239,0.109,0.138,0.3229999999999999,0.1371773315454545,0.3474272727272726,0.6257081818181818,0.1527597635454545,0.1958390909090908,0.0517127272727272,0.4143072727272728,5M52tdBnJaKSvOpJGz8mfZ,"['alternative metal', 'classic rock', 'hard rock', 'metal', 'rock']","['alternative metal', 'classic rock', 'hard rock', 'metal', 'rock']",metal,../mp3songs/48_genres_11_main_genres/Heaven and Hell - 2008 Remaster.mp3,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Será Que Si,Maelo Ruiz,1hAxMwmqRk0hCbbXOLn4IV,https://p.scdn.co/mp3-preview/c455ef449598cf04de344122a87382e2509f6562?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273dc1e271f9673019cebd11632,0.649,0.882,-5.335,0.0472,0.493,0.0,0.182,0.732,0.3831666666666666,0.6626666666666666,0.7578333333333332,4.233333333333333e-05,0.17095,0.0519666666666666,0.7091666666666666,3HyrDGPLI0c9Rd8luuO0zw,"['salsa', 'tropical']","['salsa', 'tropical']",latino,../mp3songs/48_genres_11_main_genres/Será Que Si.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Brown Noise Hall Verb,Granular,3GMhHXO3cGrqMde11pQ3sL,https://p.scdn.co/mp3-preview/892661daf6b615d307cfc25e2e5396083099d69b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273727265134b299e9c5932c9d9,0.0,0.333,-27.745,0.0,0.988,0.7070000000000001,0.111,0.0,0.8163846153846156,0.0427692307692307,0.1817667692307692,0.6160769230769231,0.1705692307692308,0.0132230769230769,0.0139561538461538,1jfnMuDBl5OaAoU0VwLD8m,['sleep'],['sleep'],ambient,../mp3songs/48_genres_11_main_genres/Brown Noise Hall Verb.mp3,"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Burn Slow,Dirty Heads,6dyMer5WZ2hpIKNbb9fa1T,https://p.scdn.co/mp3-preview/fd843e7d38c06711d7da5fe08789afba9895cdfb?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e791c671646c9db9a73632e0,0.706,0.855,-4.853,0.175,0.108,0.0,0.104,0.465,0.2461188000000001,0.6976399999999998,0.70332,4.8146000000000005e-06,0.207782,0.079734,0.6731400000000001,6GkJh85o22LfD2vgL9DP6f,['reggae fusion'],['reggae fusion'],reggae,../mp3songs/48_genres_11_main_genres/Burn Slow.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
Fix,Chris Lane,6gXuwld0PRtinePSXV2Vn1,https://p.scdn.co/mp3-preview/afd3da7454be0060f5a9a61f753fa6ef16ba899b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273664bc1092a7a18bd4285d928,0.532,0.883,-2.7430000000000003,0.0352,0.0951,0.0,0.304,0.7,0.2124727272727272,0.5279090909090909,0.7945454545454546,0.0,0.1887,0.0478454545454545,0.5807272727272728,68abRTdO4meYReMWHvBYb0,"['contemporary country', 'country', 'country road']","['contemporary country', 'country', 'country road']",country,../mp3songs/48_genres_11_main_genres/Fix.mp3,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0]"
I'll Give All My Love to You,Keith Sweat,4L9VA69sfZKK5HAs5zP22I,https://p.scdn.co/mp3-preview/ffdf30ae519c345251371e88ca5df5a92ffd32e3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273820facd82ca670c50ee97f39,0.62,0.514,-7.947999999999999,0.0417,0.431,0.0,0.148,0.4529999999999999,0.148346891566265,0.6555301204819276,0.542373493975904,0.006029986506024,0.1619831325301204,0.0519385542168674,0.5611325301204818,2r09Inibex3C4ZNTUVSG3m,"['contemporary r&b', 'r&b']","['contemporary r&b', 'r&b']",rnb,../mp3songs/48_genres_11_main_genres/I'll Give All My Love to You.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
(Kissed You) Good Night,Gloriana,0Rj68IX1WqAtceUZQGk7aa,https://p.scdn.co/mp3-preview/003038e1f66e519bbdf6c6de843bc4dbb1ecedec?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2731789c91cbbbf011c9d6bfa8e,0.523,0.747,-6.125,0.0292,0.0807,0.0,0.11,0.294,0.106675,0.5700000000000001,0.76225,0.0,0.1067,0.0326,0.45025,5RjqSn7vYk8Qb9GeLWRRhB,"['contemporary country', 'country road']","['contemporary country', 'country road']",country,../mp3songs/48_genres_11_main_genres/(Kissed You) Good Night.mp3,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]"
You've Got to Stand for Something,Aaron Tippin,7s2NbKcFIJuEQumhvtHTAD,https://p.scdn.co/mp3-preview/e8ccaeb124051ced97882f0f1740ca19a827f567?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a2416e037f237fa26f5a335a,0.5329999999999999,0.585,-9.789,0.0337,0.1989999999999999,0.0,0.11,0.472,0.1998454545454544,0.6524545454545453,0.6482727272727272,5.317636363636364e-05,0.1589727272727272,0.0300090909090909,0.5945454545454547,4XwKU420OWVk38vz1KvH3M,"['country', 'country road']","['country', 'country road']",country,../mp3songs/48_genres_11_main_genres/You've Got to Stand for Something.mp3,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]"
Insolent Rave,Nico Moreno,3dDQ62IpPo5ELve35xfvZu,,,0.491,0.983,,0.0757,,,,0.417,,,,,,,,6fjhNhp9IoeiZpEXq9AT2S,['hard_techno'],['hard_techno'],techno,../mp3songs/HARD_TECHNO/Insolent Rave.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]"
New Flame (feat. Usher & Rick Ross),Chris Brown,3fBbfrWZUuWWrMQXFISr7N,https://p.scdn.co/mp3-preview/fc46aed56f68b3a11776ac5588b9a1dc0922d9ee?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d7a62d8635f92472d57d5f8d,0.7020000000000001,0.629,-4.292,0.041,0.0506,0.0,0.0963,0.446,0.1018924382978722,0.6608510638297873,0.640302127659575,7.828408510638298e-05,0.172563829787234,0.130031489361702,0.4863744680851062,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']","['r&b', 'rap']",rnb,../mp3songs/48_genres_11_main_genres/New Flame (feat. Usher & Rick Ross).mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
One Way or Another (Teenage Kicks),One Direction,3jZomvOBa5qfTo5HkqI1p5,https://p.scdn.co/mp3-preview/3046a8e084730036f03860299202c45389d51c75?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732288e51936a9fdde73d22904,0.489,0.867,-3.1210000000000004,0.071,0.025,0.0,0.586,0.409,0.1021264505154639,0.5843917525773188,0.7681340206185571,1.799896907216495e-06,0.178460824742268,0.0484731958762886,0.5474639175257732,4AK6F7OLvEQ5QYCBNiQWHq,['pop'],['pop'],pop,../mp3songs/48_genres_11_main_genres/One Way or Another (Teenage Kicks).mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]"
Grind With Me,Pretty Ricky,3B7i9OKRRmIsSBHEbJz58Y,https://p.scdn.co/mp3-preview/c7176fb6cf2dda7f72dc5e7c7d4d97896a4204ec?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b3846106140d15e28b6f0611,0.7,0.5379999999999999,-5.952000000000001,0.045,0.000204,0.0,0.105,0.189,0.0604431818181818,0.7283636363636364,0.6204545454545456,0.0,0.1534090909090908,0.0882818181818182,0.4564545454545455,6XwcepfAsPhrvwziGxhwju,"['r&b', 'trap']","['r&b', 'trap']",rnb,../mp3songs/48_genres_11_main_genres/Grind With Me.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]"
Pop a Top,Alan Jackson,3KIUKvwteP1HFA5UcvvL11,https://p.scdn.co/mp3-preview/66fe656bbc6cbd5d12f191303e80e7ab345e0759?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734bd275d306b0b324f98ddf39,0.6990000000000001,0.477,-9.339,0.031,0.291,0.0,0.1639999999999999,0.83,0.3245987124463517,0.6319828326180256,0.53231330472103,0.0044985842918454,0.16933991416309,0.0309630901287553,0.5812274678111589,4mxWe1mtYIYfP040G38yvS,['country'],['country'],country,../mp3songs/48_genres_11_main_genres/Pop a Top.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]"
Honest,Future,5ik5nMy8vdS2rXe7SAGt2K,https://p.scdn.co/mp3-preview/4e793151a5bee15736e30b2c7a2ab434cba1deab?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b226ab81b0934f43465ff5f0,0.7190000000000001,0.477,-6.439,0.178,0.0326,0.0,0.218,0.297,0.042,0.442,0.953,0.0,0.206,0.326,0.4320000000000001,1RyvyyTE3xzB2ZywiAwp0i,"['hip hop', 'rap', 'trap']","['hip hop', 'rap', 'trap']",rap,../mp3songs/48_genres_11_main_genres/Honest.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]"
In My Feelings,Kehlani,4cA6e3U7mtJfAOq3dWNAUZ,https://p.scdn.co/mp3-preview/9e9c6ecedbb75c28f065ccdc5f65191c908c4890?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27343515daa8b28e0978efe9543,0.556,0.723,-5.337999999999999,0.149,0.0293,0.0,0.13,0.555,0.2999168888888887,0.6177888888888888,0.5667777777777777,7.19788888888889e-06,0.1450566666666666,0.1326666666666666,0.4650511111111112,0cGUm45nv7Z6M6qdXYQGTX,"['pop', 'r&b', 'rap']","['pop', 'r&b', 'rap']",pop,../mp3songs/48_genres_11_main_genres/In My Feelings.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]"
Both Eyes Closed (feat. 2 Chainz and Young Dolph),Gucci Mane,5HtziFfFGxXpugCqZaAHoY,https://p.scdn.co/mp3-preview/f75e415fdc467942c2247e7ed89be95eaccbb523?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2738d9c4bc6eaea79df13321cfb,0.7040000000000001,0.5579999999999999,-6.0420000000000025,0.287,0.379,0.000111,0.407,0.414,0.1131233333333333,0.7713055555555552,0.6315277777777779,0.0005626022222222,0.2185791666666666,0.1550902777777778,0.4786249999999999,13y7CgLHjMVRMDqxdx0Xdo,"['hip hop', 'pop rap', 'rap', 'trap']","['hip hop', 'pop rap', 'rap', 'trap']",rap,../mp3songs/48_genres_11_main_genres/Both Eyes Closed (feat. 2 Chainz and Young Dolph).mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]"
Waiting Too Long,Hippie Sabotage,4aVbFYIU67P8F5pqPakaXQ,https://p.scdn.co/mp3-preview/3eb6b08a041d48edefbb34316dec7b30e158a782?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273dfb7832b0141798ff5e70199,0.0,0.236,-13.909,0.0,0.962,0.000335,0.105,0.0,0.4739853636363636,0.4394545454545453,0.5138181818181817,0.2121489254545454,0.2252090909090909,0.1092,0.1978090909090909,4dM6NDYSfLcspt8GLoT5aE,['edm'],['edm'],dance,../mp3songs/48_genres_11_main_genres/Waiting Too Long.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]"
80s Mercedes,Maren Morris,58spuRyMUsjKHQHEGwLC99,https://p.scdn.co/mp3-preview/5a1c0886edc7a2b25a3abd41ff5bb4aba6ad6098?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2738bd4a20032a613d28e909109,0.485,0.8340000000000001,-5.412999999999999,0.0715,0.0665,0.0,0.28,0.659,0.1533531428571428,0.5894761904761904,0.7040000000000001,7.714285714285716e-07,0.1945285714285714,0.0457571428571428,0.5548571428571428,6WY7D3jk8zTrHtmkqqo5GI,['contemporary country'],['contemporary country'],country,../mp3songs/48_genres_11_main_genres/80s Mercedes.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]"
Ganz Normal,Thekke,3gTmCXQkmhze8fCiY2fdqo,,,0.83,0.863,,0.219,,,,0.246,,,,,,,,66GQqVO1U8zhksXsdgTfhD,['tekkno'],['tekkno'],techno,../mp3songs/tekkno/Ganz Normal.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
We Like to Party - Original Mix,Showtek,4O799OM270z43L7pKzNqrt,https://p.scdn.co/mp3-preview/6fc0c7e005e9217c4b9e6c22b454da20904a5d11?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730c1c568314e21d9f712ae362,0.5870000000000001,0.905,-4.655,0.0419,0.0002109999999999,0.942,0.104,0.187,0.0035033333333333,0.6556666666666667,0.9656666666666666,0.0158666666666666,0.2394333333333333,0.103,0.446,3gk0OYeLFWYupGFRHqLSR7,"['edm', 'electro house']","['edm', 'electro house']",dance,../mp3songs/48_genres_11_main_genres/We Like to Party - Original Mix.mp3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]"
