genres,spotify_id,name,artist_id,artist,danceability,energy,speechiness,valence,file_path,main_genre,main_genre_encoded
liquid_dnb,0LzUTR0cjWXpiObhMi8rq0,Back To You,5y0Z76say1n6Vj2mQnUHNj,Ownglow,0.61,0.561,0.04,0.0543,../mp3songs/Liquid_Drum_and_Bass/Back To You.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
acid_techno,6yNDpsCszehMNlkG8te0tV,Broken Layer - Radio Mix,"0xTHDDgrTLK87pC4blqD6j, 4A1OUjXSxwdTmiGG5lbqVv","Christian Cambas, Steve Shaden",0.521,0.988,0.0555,0.142,../mp3songs/ACID!_Best_Acid_Techno_Mix/Broken Layer - Radio Mix.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,2WElJE32IssvKRrBsB9S8L,Polarity,"1TVDml0EOLsjUxBCFzqWes, 1KiNUGL3r0GgyLwqYCY1yV","Turno, Kanine",0.448,0.972,0.0991,0.0351,../mp3songs/Jump-Up_Drum_and_Bass/Polarity.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
groove_techno,431nKqwWbnFqvqKyQ77gEY,Riot.,0iS9Zzud5hNvjx0wVfIVvd,Alfa Cornae,0.74,0.979,0.0873,0.0673,../mp3songs/Groove_Techno/Riot..mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
groove_techno,7MXH2mO1VKPnIasJjwNxcF,Dalloz,219ftAqQ0v073JOvxg94BH,Steve RedHead,0.668,0.994,0.133,0.622,../mp3songs/Groove_Techno/Dalloz.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hard_techno,6ydh5IsWP3KGwfLD3ikhBH,Your Bad Company,6fjhNhp9IoeiZpEXq9AT2S,Nico Moreno,0.655,0.992,0.0726,0.217,../mp3songs/HARD_TECHNO/Your Bad Company.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
90s_house,4XbAHiP83NvAj1rW2vIrys,Everybody (All over the World) - Dance Version,6HNYPrYPF6UzZhVFu2sLeh,FPI Project,0.778,0.842,0.0567,0.788,../mp3songs/90s_House_Classics/Everybody (All over the World) - Dance Version.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
schranz,6dx2Esc8bDWNLsmiV6y2od,Split Island - Drey Remix,"7xZLyDViuZrD0WNvxnQ8L6, 0PZ60FKerQw8ZOHYFdXcdM","MAIK (Es), DREY",0.531,0.984,0.153,0.343,../mp3songs/SCHRANZ_2024_/Split Island - Drey Remix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
tekkno,764tToPRLDIXeyJ8HK2sDp,BLOODY ASS SHOES - Rütekker Remix,"78DBqQqK14yzExqp8L9d27, 45AkWRnBt1IAMLvt8ecgRm","Project 98, Rütekker",0.663,0.845,0.0585,0.341,../mp3songs/tekkno/BLOODY ASS SHOES - Rütekker Remix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
hardstyle,7iGbCV07PTIWpEBXUoIZG3,Renegades,"5cPNMq5lKAoAKyv5kdpz9s, 5SxjKJ2HIg3dVQ427HYVHS","Frequencerz, Bass Chaserz",0.491,0.995,0.201,0.311,../mp3songs/Hardcore_Techno_Hardstyle/Renegades.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
schranz,50OFFuFbIbF3AensgUUY97,Intro (DocThor HT Rework),6lIq4fXOHlJ0uiAZ7lWeXF,DocThor,0.635,0.998,0.0567,0.0641,../mp3songs/SCHRANZ_2024_/Intro (DocThor HT Rework).mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
hard_techno,7HIuC63rFO7QxFwoMg9jHK,Purple Widow,6fjhNhp9IoeiZpEXq9AT2S,Nico Moreno,0.594,0.978,0.0634,0.154,../mp3songs/HARD_TECHNO/Purple Widow.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
techno,4V8VKDe62ZdGZAn551JdTz,Siente (el Ritmo),7feJmqQ32fTIPKBmPXwHXf,DJ Gigola,0.757,0.815,0.048,0.611,../mp3songs/TECHNO_BUNKER/Siente (el Ritmo).mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
neurofunk_dnb,7eaF4wiEcDvtW9I16O4vrF,Instinct,1mlAkvaCrzWSxS2ATBZh27,Kumarion,0.644,0.951,0.163,0.179,../mp3songs/Neurofunk_Drum_and_Bass/Instinct.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
hardstyle,4Y9tutj1sKhWi5VRE5Wmkr,Soldaat,"7jp5R1aY7kmwBYX3jIu9yk, 123hDJRbi4KtCdBaaKNHW6, 1naX4fxuRaDFlj9tGfIUZk","Jebroer, Paul Elstak, Dr Phunk",0.752,0.948,0.0654,0.727,../mp3songs/Hardcore_Techno_Hardstyle/Soldaat.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
schranz,1oSjcZ5jHsdIhTsqKQSaOy,Star 69 Edit,7uS4z6GqvIIdZbVq327Ak9,Alt8,0.633,0.997,0.108,0.225,../mp3songs/SCHRANZ_2024_/Star 69 Edit.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
schranz,2CaXaN46ybn3zS6CbZZp0V,Blutrausch,4GS4VJDelFej3VGDWEQSRg,Sutura,0.501,0.999,0.219,0.127,../mp3songs/SCHRANZ_2024_/Blutrausch.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
neurofunk_dnb,5spNLhJiDP9R475FLNDea5,Music To Stay In Your House To - Buunshin's Go Outside Remix,"5Y7rFm0tiJTVDzGLMzz0W1, 5ucX3eT8wlEQGRVwUyeqBj","IMANU, Buunshin",0.446,0.909,0.391,0.114,../mp3songs/Neurofunk_Drum_and_Bass/Music To Stay In Your House To - Buunshin's Go Outside Remix.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
groove_techno,2mLpQsMGmBegyUDRjwRcgb,Indecisive,7vRc0koYRGI3t6EUHS6uza,Lasse,0.76,0.975,0.0624,0.0988,../mp3songs/Groove_Techno/Indecisive.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hardstyle,34NrbYBzDKCR64kX2ImmuQ,Boom,"1v2lA2moEBT9UFfnRd6Pkx, 4RbUYWWjEBb4umwqakOEd3","Floxytek, Dr. Peacock",0.498,0.974,0.0789,0.0623,../mp3songs/Hardcore_Techno_Hardstyle/Boom.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
90s_house,16pww8bqjeYClGmsbd0AXK,Closer Than Close - Mentor Original Radio Edit,1HRiWIhV7rgiL74L2AqZ5W,Rosie Gaines,0.796,0.8,0.0751,0.478,../mp3songs/90s_House_Classics/Closer Than Close - Mentor Original Radio Edit.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,6zkuDUkGcJQCH6SqFvKV61,Feel It - Original Mix,6QfZgJa0nrIKLwAdso7ai9,ROBPM,0.583,0.988,0.0654,0.129,../mp3songs/ACID!_Best_Acid_Techno_Mix/Feel It - Original Mix.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90s_house,4nSB2aHenBe3oRKTT9bGxr,Weekend,3dE92yGWcrboP1kC5SWyqu,Todd Terry,0.721,0.869,0.0617,0.83,../mp3songs/90s_House_Classics/Weekend.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,5ZwvPXsvqWOr2XcDZ1ohu6,Fateful Hour,"3PAXvY08KxX5HmCsmKw4x8, 6Piel9jEbV4Qb18Yw1B2dI","Black Sun Empire, State of Mind",0.585,0.959,0.221,0.43,../mp3songs/Neurofunk_Drum_and_Bass/Fateful Hour.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
neurofunk_dnb,3HZoiApeSIV52mZUQbo2YX,Base,1j95lMtVC9QwnVbifoVy60,Upgrade (UK),0.666,0.977,0.142,0.498,../mp3songs/Neurofunk_Drum_and_Bass/Base.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
jump_up_dnb,7EEvHg7g1rJ4xVW3wqbvBD,Horizon,2pt5UoGz2mru82DGCkTDP7,Distress Signal,0.527,0.888,0.0805,0.0384,../mp3songs/Jump-Up_Drum_and_Bass/Horizon.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
groove_techno,5pSrgl225Wps9hm49bB5DK,Sevastopool,7rHhWyyxcE47GtdfWBhCQb,Inherent Motion,0.665,0.909,0.0474,0.108,../mp3songs/Groove_Techno/Sevastopool.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hard_techno,5G6HJZGqLBz0uMnowpe8AT,Sanguine Fountain,2kqP3BXfLgo74OpfoC9cf7,Vendex,0.322,0.996,0.0975,0.309,../mp3songs/HARD_TECHNO/Sanguine Fountain.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
groove_techno,1KKy0A0bc2kbmX5FReztY5,Funana,0h3LDqJWxHfdM76kVnfGcY,CRAVO,0.597,0.882,0.0711,0.775,../mp3songs/Groove_Techno/Funana.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hard_techno,1wPAkr33X1wOvJvRlt8D7n,Devil's Senate,"0aby7MYHsm3JS0eSifxu3I, 4QualaVaoF8vYnpJ5o8Pw6","Stan Christ, Doruksen",0.527,0.914,0.0815,0.47,../mp3songs/HARD_TECHNO/Devil's Senate.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,0DYXPCScabMgLGj0W5OFUc,Overrated,2HRQmTBCGufnxsFIodHske,Elipsa,0.586,0.946,0.0488,0.225,../mp3songs/Liquid_Drum_and_Bass/Overrated.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
acid_techno,4RIQDTDJUfvl0VEJwzVGJo,Can U Relate,"5FgLkieOqGXPn01dnbJp9Z, 1Hu2YwTv9wmxC8sppVVUA4","T78, Sam WOLFE",0.669,0.957,0.0763,0.29,../mp3songs/ACID!_Best_Acid_Techno_Mix/Can U Relate.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
techno,1WFlFVMRyCc0tP0tdQCaDw,Croce,144HzhpLjcR9k37w5Ico9B,Deborah de Luca,0.695,0.862,0.0823,0.158,../mp3songs/TECHNO_BUNKER/Croce.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
tekkno,0jsaRzKNkmTj8zFSz3T0P7,Bumsmusik,3sJWBbtZeTU9P0CPA8iX7G,Zecher,0.76,0.925,0.116,0.885,../mp3songs/tekkno/Bumsmusik.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
acid_techno,3MqZdRcgBgZx38ZGJPnNnr,Hardcore Rabbit,59a1Bp0JQfL2mGnpL0lW2Y,Joyhauser,0.737,0.948,0.0632,0.328,../mp3songs/ACID!_Best_Acid_Techno_Mix/Hardcore Rabbit.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90s_house,3pgainA2dH9c7e8JVYGRCN,Ride on Time,6tsRo8ErXzpHk3tQeH6GBW,Black Box,0.679,0.857,0.0322,0.765,../mp3songs/90s_House_Classics/Ride on Time.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
groove_techno,3yciSiIvHalu5Fm2hNR9sW,Thirty,4d8pj7EDYvxiQK1RsmNmVu,Nicolas Vogler,0.797,0.763,0.0961,0.744,../mp3songs/Groove_Techno/Thirty.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
90s_house,3fmlNzB27d8Y5GW9lum3aT,Servants Jaz House,1ZdinLDX0e8r5dIlWLpmAc,Glenn Underground,0.75,0.365,0.0625,0.323,../mp3songs/90s_House_Classics/Servants Jaz House.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,2SN7ULJRUGp4GWFRAaWTbr,run away,"7FqSU53yVH1SQAtLZ63DGS, 08lwmg7ki4mdO5VN7cKdi6","Rohaan, Kelbin",0.658,0.83,0.131,0.825,../mp3songs/Liquid_Drum_and_Bass/run away.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
hard_techno,0msQT0ZrpZRNx06jPI8YKv,I Fxcked Your Wife,0copVQkrcbfv5CzOyXuLKy,Fantasm,0.56,0.956,0.22,0.184,../mp3songs/HARD_TECHNO/I Fxcked Your Wife.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
schranz,3PshaorY7d9ZTDNFXhMcx0,Persévérance,5pD2IGUrSinMBNjcJWVL52,COIL,0.499,0.994,0.0897,0.151,../mp3songs/SCHRANZ_2024_/Persévérance.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
90s_house,2nx86MrPkXWQctveAEFJBf,Turn Around - Radio Edit,"4WLGcWrkSExCqILxDk7ol6, 1bqxl4NUclRsHX98Z3bn2v","Phats & Small, Toney Lee",0.797,0.752,0.128,0.801,../mp3songs/90s_House_Classics/Turn Around - Radio Edit.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
schranz,2t97gWFz0Ygal4hr4F7hVO,Feel the Energy Rush,38imFqUPVXVeBduZqjRgU8,Berba PT,0.773,1.0,0.757,0.0448,../mp3songs/SCHRANZ_2024_/Feel the Energy Rush.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
techno,7eHwRfpOMuDaNSDXJjzL04,Chaos - Rave Mix,3IFgjVPT8yeB4UnJCWOpZA,Teenage Mutants,0.655,0.856,0.0493,0.342,../mp3songs/TECHNO_BUNKER/Chaos - Rave Mix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
techno,0aMonkh8OKgqx1K0viRHRT,Legacy,7eILArMiTFTQf8SEh5fFHK,Sara Landry,0.518,0.884,0.0818,0.0584,../mp3songs/TECHNO_BUNKER/Legacy.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
hard_techno,4ujGSBsaRjYUybB1dMX0MK,So Alive (VIP),"1kiZfWU37oS0pCOV7Os1Pj, 2n6aFLFLpEBs61Kfy5EX5v, 4Ybj0IqmuPWSp023XnJpCD","GRAVEDGR, OGUZ, ANGEL CANNON",0.612,0.996,0.134,0.131,../mp3songs/HARD_TECHNO/So Alive (VIP).mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,4FJXpPTkaH5GEersVyy2zd,Exhale,"56BZYfbCbGZfo1EZt3XYqn, 6aoPz3BFmcELxlTAx9xxts","Sudley, Nat Slater",0.45,0.692,0.0743,0.37,../mp3songs/Liquid_Drum_and_Bass/Exhale.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
liquid_dnb,0EUCCFuGKHrC2V0ls4RkFU,Higher,"2p9QfYogiem7dvEoiyIQ2N, 2dqqk5uhWz0vGITqrLSUMi","Mutual, Maria Metaxa",0.541,0.86,0.0411,0.0856,../mp3songs/Liquid_Drum_and_Bass/Higher.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
90s_house,7hnqJYCKZFW7vMoykaraZG,French Kiss - The Original Underground Mix,"5A16TE7083RJq3yzpdsQWs, 62ltJFdLVl9JUrdhzWqp0F","Lil' Louis, The World",0.689,0.505,0.0867,0.564,../mp3songs/90s_House_Classics/French Kiss - The Original Underground Mix.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,4cmI4CAPjtMr6B3ozcAA7N,No Compromise - Lukher Remix,"0jA09tU838A2JRveNgDSGa, 75ZTmZ69JQ6CXbjGHZDZl8","Tom Finster, Lukher",0.395,0.949,0.114,0.0691,../mp3songs/Neurofunk_Drum_and_Bass/No Compromise - Lukher Remix.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
techno,7HZaBqoUrSJ0OTDnXQTF2u,Outside Rave,59BvsNC3EMOW499VET5PRm,Jens Lissat,0.756,0.982,0.13,0.0352,../mp3songs/TECHNO_BUNKER/Outside Rave.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
tekkno,4EuO5zRuRSWgbnMmgkWmib,Mini Skirt - Cy_He Remix,"6SkC0MpuTbiTmj8y2Gd4Xt, 6ND9gYDNQxDCUo8NuNRr3p","NoCheats, Cy_He",0.716,0.925,0.131,0.118,../mp3songs/tekkno/Mini Skirt - Cy_He Remix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
schranz,7KymE1oLkGXuhqWZS5cl9t,Desire,"2kqP3BXfLgo74OpfoC9cf7, 24Hb4GKFYquK73R8mTyInu","Vendex, KLOUD",0.374,0.976,0.0908,0.306,../mp3songs/SCHRANZ_2024_/Desire.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
groove_techno,5eh51mXe8P4O6iWRUE1iXc,Spirit Enhancer,3lJoRDjlvFXZLvSRVeM6m8,Chlär,0.66,0.999,0.0676,0.656,../mp3songs/Groove_Techno/Spirit Enhancer.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
techno,78dLyf8klcyrmgpwgmRQlE,Melodia,6TVdVlY6irsNPkMHT2HkfD,Space 92,0.633,0.987,0.0659,0.612,../mp3songs/TECHNO_BUNKER/Melodia.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
schranz,38LI1pFw4JvqNKlt8DFit3,Texas Bastard,3MOapFRDlfT55vNqZgf026,TRIPTYKH,0.634,0.987,0.39,0.0315,../mp3songs/SCHRANZ_2024_/Texas Bastard.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
acid_techno,4Z086HzCQqB2M0m8jme8rY,Radiance,5Ho1vKl1Uz8bJlk4vbmvmf,Amelie Lens,0.642,0.961,0.0467,0.523,../mp3songs/ACID!_Best_Acid_Techno_Mix/Radiance.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,2iEJEjXrVOjRzWqqZjTH69,Sawn Off,"5AXHArSOd9lplw0Y5Qt5Eg, 21Jj10ilqD3LqxZn5rD6V5, 7Cl1dU4G44kfQAg0f69J9v","Calyx & TeeBee, Calyx, Teebee",0.639,0.885,0.0528,0.495,../mp3songs/Jump-Up_Drum_and_Bass/Sawn Off.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
acid_techno,1ZrdzMcvmR1s1X0iBa8fxK,Smile You're On Acid,50KydUSYhBFGorhAgUcrL5,Marie Vaunt,0.573,0.992,0.0763,0.118,../mp3songs/ACID!_Best_Acid_Techno_Mix/Smile You're On Acid.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
techno,4MZvGawjIrPQpViMTfKb66,Prisoner,"7eILArMiTFTQf8SEh5fFHK, 02AllsoWp6Gf9O26tNXf8I","Sara Landry, Alex Farell",0.607,0.937,0.0664,0.542,../mp3songs/TECHNO_BUNKER/Prisoner.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
90s_house,6wBMTv8yTiNh50fqTkT0JC,Everybody Everybody,6tsRo8ErXzpHk3tQeH6GBW,Black Box,0.712,0.785,0.0386,0.975,../mp3songs/90s_House_Classics/Everybody Everybody.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,27NwMTcfiuwUsf5VJp6jUw,Throw This,"5FgLkieOqGXPn01dnbJp9Z, 6LwMT7S1AQrvSORZshZ9gt","T78, D72",0.584,0.994,0.132,0.318,../mp3songs/ACID!_Best_Acid_Techno_Mix/Throw This.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,13GXo8z2wqy2B4MqDkuXiu,Be No Rain,0bxHci3JIhhKA53n8rH3tT,High Contrast,0.586,0.827,0.0481,0.238,../mp3songs/Liquid_Drum_and_Bass/Be No Rain.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
jump_up_dnb,71oqy1qGQq1Vlg9RGWBzyt,Round Ere,6QYdXToMo4XHnG1AnEVZYJ,K Motionz,0.623,0.965,0.129,0.633,../mp3songs/Jump-Up_Drum_and_Bass/Round Ere.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,3xYNc6g16Ql18FGKPJZqUY,Airlock - Original,3XJdOCSffaRYAxlvleKUbW,Doctrine,0.458,0.977,0.325,0.641,../mp3songs/Jump-Up_Drum_and_Bass/Airlock - Original.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
schranz,2sTiyhJxQVd9xZ1KVkHi4q,Polyhedral Flashes,0PZ60FKerQw8ZOHYFdXcdM,DREY,0.483,0.999,0.125,0.0424,../mp3songs/SCHRANZ_2024_/Polyhedral Flashes.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
90s_house,6vGW3d8X48CBaLdU0PQbey,Moving on Up,3lcbKPLl0ci2mKRdcP5Etf,M People,0.899,0.857,0.037,0.961,../mp3songs/90s_House_Classics/Moving on Up.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hardstyle,5o0RoCEFMDrQg0xy0i6t20,Groeien - Radio Edit,"123hDJRbi4KtCdBaaKNHW6, 1naX4fxuRaDFlj9tGfIUZk, 4kRCRlh1eQG31dr3fGTHKF","Paul Elstak, Dr Phunk, Joel Beukers",0.617,0.876,0.136,0.226,../mp3songs/Hardcore_Techno_Hardstyle/Groeien - Radio Edit.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
schranz,63uqPNm9VjRij1GvVB3Bh5,Someone Said Schranz?,3V3sC6ECD51H0rgsgxGfSZ,PSP,0.572,0.96,0.21,0.216,../mp3songs/SCHRANZ_2024_/Someone Said Schranz?.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
groove_techno,4dOW75WeTcYQrN77aESxPi,Killa Cut,3160Uht6QdGT17EECSPWAO,Alarico,0.697,0.962,0.0713,0.144,../mp3songs/Groove_Techno/Killa Cut.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
tekkno,0rrma54TpfsGIqxJ4TmLko,Im Stich Gelassen,2Lz9H6cgFrZtpArDLQ1WE1,Maytrixx,0.767,0.647,0.0899,0.184,../mp3songs/tekkno/Im Stich Gelassen.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
techno,4ahhbuJZwhrlsrmwBDhnes,Nasty,"2uDxGjpjAlx0drkaBZnHs7, 03LgiH4bqQvv0WQvf6grai","Franco Smith, TimiR",0.695,0.987,0.0438,0.21,../mp3songs/TECHNO_BUNKER/Nasty.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
schranz,0XHQFsTTJCbNJTb6XWe3KE,Hardstation Anthem,48F4R0A0pk5ZPRPUsl21j5,Scott Kemix,0.74,0.967,0.25,0.219,../mp3songs/SCHRANZ_2024_/Hardstation Anthem.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
neurofunk_dnb,4HRVvrMFXvtSnw3J3knPV1,Reflections,"2n7USVO8fO8FF8zq4kG2N1, 1gMMbPTZtOb9W3IBYl6twO","Mat Zo, OLAN",0.589,0.926,0.144,0.743,../mp3songs/Neurofunk_Drum_and_Bass/Reflections.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
90s_house,2PmT3D5xmvVzZCf11L2ifX,I Can't Kick This Feeling When It Hits,6pohviZSNRueSX7uNu63ZX,Moodymann,0.686,0.634,0.056,0.0783,../mp3songs/90s_House_Classics/I Can't Kick This Feeling When It Hits.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,572DSicAmk20CgimirtH9X,Two Fang,42EZt9LfgsaF0WHlDC3FoM,Spor,0.483,0.915,0.247,0.396,../mp3songs/Neurofunk_Drum_and_Bass/Two Fang.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
acid_techno,216VaEa5u8Z90Ql8WrySsZ,Plan of Escape,4qG1qjeHfkASTdyRGbLWbV,FJAAK,0.621,0.925,0.0415,0.0369,../mp3songs/ACID!_Best_Acid_Techno_Mix/Plan of Escape.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,6MCVUm6LC2aLsFJ68b7dEQ,Control,2yJbiseBZFvrCK5GueLnk7,Tsuki,0.517,0.975,0.426,0.798,../mp3songs/Jump-Up_Drum_and_Bass/Control.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,2eEU7J65q3D6avSs6Li4AV,Badman Sound,21VZgcYa29ZVvRQzmUNakx,Phibes,0.639,0.824,0.146,0.565,../mp3songs/Jump-Up_Drum_and_Bass/Badman Sound.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
techno,7qMTqzmYW9FDZg6184Fs4n,Give It Up,"1btv9qmIpbp7q1ixCYNdHu, 6i3dwduFX5pMgkijTVRvmX, 5Aw0IGM5JS3FuTgtRsDWGA","Adam Beyer, The Good Men, Chocolate Puma",0.658,0.988,0.0813,0.571,../mp3songs/TECHNO_BUNKER/Give It Up.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
hard_techno,57jPBMXfekRbUnSJ0IiRsp,3AM In Berlin,02AllsoWp6Gf9O26tNXf8I,Alex Farell,0.493,0.989,0.0796,0.0358,../mp3songs/HARD_TECHNO/3AM In Berlin.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
90s_house,0TN9m8rp3ZuNi4JwCKSans,U Don't Know Me (feat. Duane Harden),"3cQA9WH8liZfeja1DxcDYE, 6t8VAB5OTHKxi4p1I5aqn0","Armand Van Helden, Duane Harden",0.742,0.756,0.0825,0.81,../mp3songs/90s_House_Classics/U Don't Know Me (feat. Duane Harden).mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,0cwMgUiZ3AMIbSBdWKUGmR,Obey,50KydUSYhBFGorhAgUcrL5,Marie Vaunt,0.63,0.993,0.0675,0.278,../mp3songs/ACID!_Best_Acid_Techno_Mix/Obey.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
